"STATISTIC","STATISTIC Label","TLIST(A1)","Year","C02076V03371","Single Year of Age","C02199V02655","Sex","UNIT","VALUE"
"PEA11","Population estimates from 1926","2020","2020","028","28 years","1","Male","Number","29464"
"PEA11","Population estimates from 1926","2020","2020","028","28 years","2","Female","Number","30190"
"PEA11","Population estimates from 1926","2020","2020","029","29 years","-","Both sexes","Number","62026"
"PEA11","Population estimates from 1926","2020","2020","029","29 years","1","Male","Number","31059"
"PEA11","Population estimates from 1926","2020","2020","029","29 years","2","Female","Number","30967"
"PEA11","Population estimates from 1926","2020","2020","030","30 years","-","Both sexes","Number","62000"
"PEA11","Population estimates from 1926","2020","2020","030","30 years","1","Male","Number","30603"
"PEA11","Population estimates from 1926","2020","2020","030","30 years","2","Female","Number","31397"
"PEA11","Population estimates from 1926","2020","2020","031","31 years","-","Both sexes","Number","65626"
"PEA11","Population estimates from 1926","2020","2020","031","31 years","1","Male","Number","32265"
"PEA11","Population estimates from 1926","2020","2020","031","31 years","2","Female","Number","33361"
"PEA11","Population estimates from 1926","2020","2020","032","32 years","-","Both sexes","Number","64306"
"PEA11","Population estimates from 1926","2020","2020","032","32 years","1","Male","Number","31149"
"PEA11","Population estimates from 1926","2020","2020","032","32 years","2","Female","Number","33157"
"PEA11","Population estimates from 1926","2020","2020","033","33 years","-","Both sexes","Number","67816"
"PEA11","Population estimates from 1926","2020","2020","033","33 years","1","Male","Number","32665"
"PEA11","Population estimates from 1926","2020","2020","033","33 years","2","Female","Number","35151"
"PEA11","Population estimates from 1926","2020","2020","034","34 years","-","Both sexes","Number","71837"
"PEA11","Population estimates from 1926","2020","2020","034","34 years","1","Male","Number","34565"
"PEA11","Population estimates from 1926","2020","2020","034","34 years","2","Female","Number","37272"
"PEA11","Population estimates from 1926","2020","2020","035","35 years","-","Both sexes","Number","71964"
"PEA11","Population estimates from 1926","2020","2020","035","35 years","1","Male","Number","34707"
"PEA11","Population estimates from 1926","2020","2020","035","35 years","2","Female","Number","37257"
"PEA11","Population estimates from 1926","2020","2020","036","36 years","-","Both sexes","Number","74825"
"PEA11","Population estimates from 1926","2020","2020","036","36 years","1","Male","Number","35989"
"PEA11","Population estimates from 1926","2020","2020","036","36 years","2","Female","Number","38836"
"PEA11","Population estimates from 1926","2020","2020","037","37 years","-","Both sexes","Number","78509"
"PEA11","Population estimates from 1926","2020","2020","037","37 years","1","Male","Number","37563"
"PEA11","Population estimates from 1926","2020","2020","037","37 years","2","Female","Number","40946"
"PEA11","Population estimates from 1926","2020","2020","038","38 years","-","Both sexes","Number","80545"
"PEA11","Population estimates from 1926","2020","2020","038","38 years","1","Male","Number","38855"
"PEA11","Population estimates from 1926","2020","2020","038","38 years","2","Female","Number","41690"
"PEA11","Population estimates from 1926","2020","2020","039","39 years","-","Both sexes","Number","83941"
"PEA11","Population estimates from 1926","2020","2020","039","39 years","1","Male","Number","40998"
"PEA11","Population estimates from 1926","2020","2020","039","39 years","2","Female","Number","42943"
"PEA11","Population estimates from 1926","2020","2020","040","40 years","-","Both sexes","Number","85493"
"PEA11","Population estimates from 1926","2020","2020","040","40 years","1","Male","Number","41950"
"PEA11","Population estimates from 1926","2020","2020","040","40 years","2","Female","Number","43543"
"PEA11","Population estimates from 1926","2020","2020","041","41 years","-","Both sexes","Number","79733"
"PEA11","Population estimates from 1926","2020","2020","041","41 years","1","Male","Number","38620"
"PEA11","Population estimates from 1926","2020","2020","041","41 years","2","Female","Number","41113"
"PEA11","Population estimates from 1926","2020","2020","042","42 years","-","Both sexes","Number","77082"
"PEA11","Population estimates from 1926","2020","2020","042","42 years","1","Male","Number","37892"
"PEA11","Population estimates from 1926","2020","2020","042","42 years","2","Female","Number","39190"
"PEA11","Population estimates from 1926","2020","2020","043","43 years","-","Both sexes","Number","75710"
"PEA11","Population estimates from 1926","2020","2020","043","43 years","1","Male","Number","37227"
"PEA11","Population estimates from 1926","2020","2020","043","43 years","2","Female","Number","38483"
"PEA11","Population estimates from 1926","2020","2020","044","44 years","-","Both sexes","Number","76262"
"PEA11","Population estimates from 1926","2020","2020","044","44 years","1","Male","Number","37813"
"PEA11","Population estimates from 1926","2020","2020","044","44 years","2","Female","Number","38449"
"PEA11","Population estimates from 1926","2020","2020","045","45 years","-","Both sexes","Number","74993"
"PEA11","Population estimates from 1926","2020","2020","045","45 years","1","Male","Number","37096"
"PEA11","Population estimates from 1926","2020","2020","045","45 years","2","Female","Number","37897"
"PEA11","Population estimates from 1926","2020","2020","046","46 years","-","Both sexes","Number","73690"
"PEA11","Population estimates from 1926","2020","2020","046","46 years","1","Male","Number","36444"
"PEA11","Population estimates from 1926","2020","2020","046","46 years","2","Female","Number","37246"
"PEA11","Population estimates from 1926","2020","2020","047","47 years","-","Both sexes","Number","72619"
"PEA11","Population estimates from 1926","2020","2020","047","47 years","1","Male","Number","36138"
"PEA11","Population estimates from 1926","2020","2020","047","47 years","2","Female","Number","36481"
"PEA11","Population estimates from 1926","2020","2020","048","48 years","-","Both sexes","Number","70635"
"PEA11","Population estimates from 1926","2020","2020","048","48 years","1","Male","Number","35162"
"PEA11","Population estimates from 1926","2020","2020","048","48 years","2","Female","Number","35473"
"PEA11","Population estimates from 1926","2020","2020","049","49 years","-","Both sexes","Number","70686"
"PEA11","Population estimates from 1926","2020","2020","049","49 years","1","Male","Number","35233"
"PEA11","Population estimates from 1926","2020","2020","049","49 years","2","Female","Number","35453"
"PEA11","Population estimates from 1926","2020","2020","050","50 years","-","Both sexes","Number","67655"
"PEA11","Population estimates from 1926","2020","2020","050","50 years","1","Male","Number","33770"
"PEA11","Population estimates from 1926","2020","2020","050","50 years","2","Female","Number","33885"
"PEA11","Population estimates from 1926","2020","2020","051","51 years","-","Both sexes","Number","64312"
"PEA11","Population estimates from 1926","2020","2020","051","51 years","1","Male","Number","32275"
"PEA11","Population estimates from 1926","2020","2020","051","51 years","2","Female","Number","32037"
"PEA11","Population estimates from 1926","2020","2020","052","52 years","-","Both sexes","Number","63491"
"PEA11","Population estimates from 1926","2020","2020","052","52 years","1","Male","Number","31577"
"PEA11","Population estimates from 1926","2020","2020","052","52 years","2","Female","Number","31914"
"PEA11","Population estimates from 1926","2020","2020","053","53 years","-","Both sexes","Number","62203"
"PEA11","Population estimates from 1926","2020","2020","053","53 years","1","Male","Number","30940"
"PEA11","Population estimates from 1926","2020","2020","053","53 years","2","Female","Number","31263"
"PEA11","Population estimates from 1926","2020","2020","054","54 years","-","Both sexes","Number","62262"
"PEA11","Population estimates from 1926","2020","2020","054","54 years","1","Male","Number","30817"
"PEA11","Population estimates from 1926","2020","2020","054","54 years","2","Female","Number","31445"
"PEA11","Population estimates from 1926","2020","2020","055","55 years","-","Both sexes","Number","62037"
"PEA11","Population estimates from 1926","2020","2020","055","55 years","1","Male","Number","30529"
"PEA11","Population estimates from 1926","2020","2020","055","55 years","2","Female","Number","31508"
"PEA11","Population estimates from 1926","2020","2020","056","56 years","-","Both sexes","Number","60441"
"PEA11","Population estimates from 1926","2020","2020","056","56 years","1","Male","Number","29714"
"PEA11","Population estimates from 1926","2020","2020","056","56 years","2","Female","Number","30727"
"PEA11","Population estimates from 1926","2020","2020","057","57 years","-","Both sexes","Number","59055"
"PEA11","Population estimates from 1926","2020","2020","057","57 years","1","Male","Number","29062"
"PEA11","Population estimates from 1926","2020","2020","057","57 years","2","Female","Number","29993"
"PEA11","Population estimates from 1926","2020","2020","058","58 years","-","Both sexes","Number","57145"
"PEA11","Population estimates from 1926","2020","2020","058","58 years","1","Male","Number","28246"
"PEA11","Population estimates from 1926","2020","2020","058","58 years","2","Female","Number","28899"
"PEA11","Population estimates from 1926","2020","2020","059","59 years","-","Both sexes","Number","57346"
"PEA11","Population estimates from 1926","2020","2020","059","59 years","1","Male","Number","28266"
"PEA11","Population estimates from 1926","2020","2020","059","59 years","2","Female","Number","29080"
"PEA11","Population estimates from 1926","2020","2020","060","60 years","-","Both sexes","Number","54796"
"PEA11","Population estimates from 1926","2020","2020","060","60 years","1","Male","Number","26829"
"PEA11","Population estimates from 1926","2020","2020","060","60 years","2","Female","Number","27967"
"PEA11","Population estimates from 1926","2020","2020","061","61 years","-","Both sexes","Number","54357"
"PEA11","Population estimates from 1926","2020","2020","061","61 years","1","Male","Number","26930"
