"STATISTIC","STATISTIC Label","TLIST(A1)","Year","C02076V03371","Age Group","C02199V02655","Sex","C02542V03077","Inward or Outward Flow","UNIT","VALUE"
"PEA03","Estimated Migration (Persons in April)","2021","2021","575","65 years and over","2","Female","05","Immigrants: All origins","Thousand","1.6"
"PEA03","Estimated Migration (Persons in April)","2022","2022","-","All ages","-","Both sexes","01","Net migration","Thousand","51.7"
"PEA03","Estimated Migration (Persons in April)","2022","2022","-","All ages","-","Both sexes","04","Emigrants: All destinations","Thousand","56.1"
"PEA03","Estimated Migration (Persons in April)","2022","2022","-","All ages","-","Both sexes","05","Immigrants: All origins","Thousand","107.8"
"PEA03","Estimated Migration (Persons in April)","2022","2022","-","All ages","1","Male","01","Net migration","Thousand","19.6"
"PEA03","Estimated Migration (Persons in April)","2022","2022","-","All ages","1","Male","04","Emigrants: All destinations","Thousand","29.6"
"PEA03","Estimated Migration (Persons in April)","2022","2022","-","All ages","1","Male","05","Immigrants: All origins","Thousand","49.2"
"PEA03","Estimated Migration (Persons in April)","2022","2022","-","All ages","2","Female","01","Net migration","Thousand","32.1"
"PEA03","Estimated Migration (Persons in April)","2022","2022","-","All ages","2","Female","04","Emigrants: All destinations","Thousand","26.5"
"PEA03","Estimated Migration (Persons in April)","2022","2022","-","All ages","2","Female","05","Immigrants: All origins","Thousand","58.6"
"PEA03","Estimated Migration (Persons in April)","2022","2022","215","0 - 14 years","-","Both sexes","01","Net migration","Thousand","13"
"PEA03","Estimated Migration (Persons in April)","2022","2022","215","0 - 14 years","-","Both sexes","04","Emigrants: All destinations","Thousand","3.4"
"PEA03","Estimated Migration (Persons in April)","2022","2022","215","0 - 14 years","-","Both sexes","05","Immigrants: All origins","Thousand","16.4"
"PEA03","Estimated Migration (Persons in April)","2022","2022","215","0 - 14 years","1","Male","01","Net migration","Thousand","6.3"
"PEA03","Estimated Migration (Persons in April)","2022","2022","215","0 - 14 years","1","Male","04","Emigrants: All destinations","Thousand","2.1"
"PEA03","Estimated Migration (Persons in April)","2022","2022","215","0 - 14 years","1","Male","05","Immigrants: All origins","Thousand","8.4"
"PEA03","Estimated Migration (Persons in April)","2022","2022","215","0 - 14 years","2","Female","01","Net migration","Thousand","6.7"
"PEA03","Estimated Migration (Persons in April)","2022","2022","215","0 - 14 years","2","Female","04","Emigrants: All destinations","Thousand","1.3"
"PEA03","Estimated Migration (Persons in April)","2022","2022","215","0 - 14 years","2","Female","05","Immigrants: All origins","Thousand","8"
"PEA03","Estimated Migration (Persons in April)","2022","2022","310","15 - 24 years","-","Both sexes","01","Net migration","Thousand","-0.1"
"PEA03","Estimated Migration (Persons in April)","2022","2022","310","15 - 24 years","-","Both sexes","04","Emigrants: All destinations","Thousand","21.1"
"PEA03","Estimated Migration (Persons in April)","2022","2022","310","15 - 24 years","-","Both sexes","05","Immigrants: All origins","Thousand","20.9"
"PEA03","Estimated Migration (Persons in April)","2022","2022","310","15 - 24 years","1","Male","01","Net migration","Thousand","-0.9"
"PEA03","Estimated Migration (Persons in April)","2022","2022","310","15 - 24 years","1","Male","04","Emigrants: All destinations","Thousand","10"
"PEA03","Estimated Migration (Persons in April)","2022","2022","310","15 - 24 years","1","Male","05","Immigrants: All origins","Thousand","9.1"
"PEA03","Estimated Migration (Persons in April)","2022","2022","310","15 - 24 years","2","Female","01","Net migration","Thousand","0.7"
"PEA03","Estimated Migration (Persons in April)","2022","2022","310","15 - 24 years","2","Female","04","Emigrants: All destinations","Thousand","11"
"PEA03","Estimated Migration (Persons in April)","2022","2022","310","15 - 24 years","2","Female","05","Immigrants: All origins","Thousand","11.8"
"PEA03","Estimated Migration (Persons in April)","2022","2022","420","25 - 44 years","-","Both sexes","01","Net migration","Thousand","32.2"
"PEA03","Estimated Migration (Persons in April)","2022","2022","420","25 - 44 years","-","Both sexes","04","Emigrants: All destinations","Thousand","21.5"
"PEA03","Estimated Migration (Persons in April)","2022","2022","420","25 - 44 years","-","Both sexes","05","Immigrants: All origins","Thousand","53.8"
"PEA03","Estimated Migration (Persons in April)","2022","2022","420","25 - 44 years","1","Male","01","Net migration","Thousand","11.4"
"PEA03","Estimated Migration (Persons in April)","2022","2022","420","25 - 44 years","1","Male","04","Emigrants: All destinations","Thousand","13"
"PEA03","Estimated Migration (Persons in April)","2022","2022","420","25 - 44 years","1","Male","05","Immigrants: All origins","Thousand","24.4"
"PEA03","Estimated Migration (Persons in April)","2022","2022","420","25 - 44 years","2","Female","01","Net migration","Thousand","20.8"
"PEA03","Estimated Migration (Persons in April)","2022","2022","420","25 - 44 years","2","Female","04","Emigrants: All destinations","Thousand","8.6"
"PEA03","Estimated Migration (Persons in April)","2022","2022","420","25 - 44 years","2","Female","05","Immigrants: All origins","Thousand","29.3"
"PEA03","Estimated Migration (Persons in April)","2022","2022","505","45 - 64 years","-","Both sexes","01","Net migration","Thousand","5.3"
"PEA03","Estimated Migration (Persons in April)","2022","2022","505","45 - 64 years","-","Both sexes","04","Emigrants: All destinations","Thousand","7.4"
"PEA03","Estimated Migration (Persons in April)","2022","2022","505","45 - 64 years","-","Both sexes","05","Immigrants: All origins","Thousand","12.7"
"PEA03","Estimated Migration (Persons in April)","2022","2022","505","45 - 64 years","1","Male","01","Net migration","Thousand","2.3"
"PEA03","Estimated Migration (Persons in April)","2022","2022","505","45 - 64 years","1","Male","04","Emigrants: All destinations","Thousand","3.3"
"PEA03","Estimated Migration (Persons in April)","2022","2022","505","45 - 64 years","1","Male","05","Immigrants: All origins","Thousand","5.6"
"PEA03","Estimated Migration (Persons in April)","2022","2022","505","45 - 64 years","2","Female","01","Net migration","Thousand","3"
"PEA03","Estimated Migration (Persons in April)","2022","2022","505","45 - 64 years","2","Female","04","Emigrants: All destinations","Thousand","4.1"
"PEA03","Estimated Migration (Persons in April)","2022","2022","505","45 - 64 years","2","Female","05","Immigrants: All origins","Thousand","7.1"
"PEA03","Estimated Migration (Persons in April)","2022","2022","575","65 years and over","-","Both sexes","01","Net migration","Thousand","1.4"
"PEA03","Estimated Migration (Persons in April)","2022","2022","575","65 years and over","-","Both sexes","04","Emigrants: All destinations","Thousand","2.6"
"PEA03","Estimated Migration (Persons in April)","2022","2022","575","65 years and over","-","Both sexes","05","Immigrants: All origins","Thousand","4.1"
"PEA03","Estimated Migration (Persons in April)","2022","2022","575","65 years and over","1","Male","01","Net migration","Thousand","0.5"
"PEA03","Estimated Migration (Persons in April)","2022","2022","575","65 years and over","1","Male","04","Emigrants: All destinations","Thousand","1.1"
"PEA03","Estimated Migration (Persons in April)","2022","2022","575","65 years and over","1","Male","05","Immigrants: All origins","Thousand","1.7"
"PEA03","Estimated Migration (Persons in April)","2022","2022","575","65 years and over","2","Female","01","Net migration","Thousand","0.9"
"PEA03","Estimated Migration (Persons in April)","2022","2022","575","65 years and over","2","Female","04","Emigrants: All destinations","Thousand","1.5"
"PEA03","Estimated Migration (Persons in April)","2022","2022","575","65 years and over","2","Female","05","Immigrants: All origins","Thousand","2.4"
"PEA03","Estimated Migration (Persons in April)","2023","2023","-","All ages","-","Both sexes","01","Net migration","Thousand","77.7"
"PEA03","Estimated Migration (Persons in April)","2023","2023","-","All ages","-","Both sexes","04","Emigrants: All destinations","Thousand","64"
"PEA03","Estimated Migration (Persons in April)","2023","2023","-","All ages","-","Both sexes","05","Immigrants: All origins","Thousand","141.6"
"PEA03","Estimated Migration (Persons in April)","2023","2023","-","All ages","1","Male","01","Net migration","Thousand","35.1"
"PEA03","Estimated Migration (Persons in April)","2023","2023","-","All ages","1","Male","04","Emigrants: All destinations","Thousand","31"
"PEA03","Estimated Migration (Persons in April)","2023","2023","-","All ages","1","Male","05","Immigrants: All origins","Thousand","66.1"
"PEA03","Estimated Migration (Persons in April)","2023","2023","-","All ages","2","Female","01","Net migration","Thousand","42.6"
"PEA03","Estimated Migration (Persons in April)","2023","2023","-","All ages","2","Female","04","Emigrants: All destinations","Thousand","32.9"
"PEA03","Estimated Migration (Persons in April)","2023","2023","-","All ages","2","Female","05","Immigrants: All origins","Thousand","75.5"
"PEA03","Estimated Migration (Persons in April)","2023","2023","215","0 - 14 years","-","Both sexes","01","Net migration","Thousand","16.3"
"PEA03","Estimated Migration (Persons in April)","2023","2023","215","0 - 14 years","-","Both sexes","04","Emigrants: All destinations","Thousand","5.5"
"PEA03","Estimated Migration (Persons in April)","2023","2023","215","0 - 14 years","-","Both sexes","05","Immigrants: All origins","Thousand","21.8"
"PEA03","Estimated Migration (Persons in April)","2023","2023","215","0 - 14 years","1","Male","01","Net migration","Thousand","8.2"
"PEA03","Estimated Migration (Persons in April)","2023","2023","215","0 - 14 years","1","Male","04","Emigrants: All destinations","Thousand","2.9"
"PEA03","Estimated Migration (Persons in April)","2023","2023","215","0 - 14 years","1","Male","05","Immigrants: All origins","Thousand","11.1"
"PEA03","Estimated Migration (Persons in April)","2023","2023","215","0 - 14 years","2","Female","01","Net migration","Thousand","8.2"
"PEA03","Estimated Migration (Persons in April)","2023","2023","215","0 - 14 years","2","Female","04","Emigrants: All destinations","Thousand","2.6"
"PEA03","Estimated Migration (Persons in April)","2023","2023","215","0 - 14 years","2","Female","05","Immigrants: All origins","Thousand","10.8"
"PEA03","Estimated Migration (Persons in April)","2023","2023","310","15 - 24 years","-","Both sexes","01","Net migration","Thousand","3.9"
"PEA03","Estimated Migration (Persons in April)","2023","2023","310","15 - 24 years","-","Both sexes","04","Emigrants: All destinations","Thousand","19.9"
"PEA03","Estimated Migration (Persons in April)","2023","2023","310","15 - 24 years","-","Both sexes","05","Immigrants: All origins","Thousand","23.8"
"PEA03","Estimated Migration (Persons in April)","2023","2023","310","15 - 24 years","1","Male","01","Net migration","Thousand","2.5"
"PEA03","Estimated Migration (Persons in April)","2023","2023","310","15 - 24 years","1","Male","04","Emigrants: All destinations","Thousand","7.5"
"PEA03","Estimated Migration (Persons in April)","2023","2023","310","15 - 24 years","1","Male","05","Immigrants: All origins","Thousand","10"
"PEA03","Estimated Migration (Persons in April)","2023","2023","310","15 - 24 years","2","Female","01","Net migration","Thousand","1.4"
"PEA03","Estimated Migration (Persons in April)","2023","2023","310","15 - 24 years","2","Female","04","Emigrants: All destinations","Thousand","12.3"
"PEA03","Estimated Migration (Persons in April)","2023","2023","310","15 - 24 years","2","Female","05","Immigrants: All origins","Thousand","13.7"
"PEA03","Estimated Migration (Persons in April)","2023","2023","420","25 - 44 years","-","Both sexes","01","Net migration","Thousand","42.7"
"PEA03","Estimated Migration (Persons in April)","2023","2023","420","25 - 44 years","-","Both sexes","04","Emigrants: All destinations","Thousand","32.3"
"PEA03","Estimated Migration (Persons in April)","2023","2023","420","25 - 44 years","-","Both sexes","05","Immigrants: All origins","Thousand","75.1"
"PEA03","Estimated Migration (Persons in April)","2023","2023","420","25 - 44 years","1","Male","01","Net migration","Thousand","19.6"
"PEA03","Estimated Migration (Persons in April)","2023","2023","420","25 - 44 years","1","Male","04","Emigrants: All destinations","Thousand","17.2"
"PEA03","Estimated Migration (Persons in April)","2023","2023","420","25 - 44 years","1","Male","05","Immigrants: All origins","Thousand","36.8"
"PEA03","Estimated Migration (Persons in April)","2023","2023","420","25 - 44 years","2","Female","01","Net migration","Thousand","23.1"
"PEA03","Estimated Migration (Persons in April)","2023","2023","420","25 - 44 years","2","Female","04","Emigrants: All destinations","Thousand","15.2"
"PEA03","Estimated Migration (Persons in April)","2023","2023","420","25 - 44 years","2","Female","05","Immigrants: All origins","Thousand","38.2"
